,mean,std,ev,synergy
UY,34.5121946978365,12.97288937884312,-0.9983723680912675,0.10646646770759105
UZ,40.31016172210202,13.901375448363673,4.799594656174257,0.266288672982391
V?,48.4184811133874,23.17371618281116,12.907914047459634,-4.071908000202228
VV,28.25671891327064,10.919999336868194,-7.2538481526571275,-2.396239430031329
VW,31.662284208895088,11.39791388268369,-3.848282857032679,-0.20486791472403354
VX,38.31727246687069,12.241196344576927,2.806705400942924,0.019674724174187475
VY,34.57988967563756,12.337254751352154,-0.9306773902902066,0.2766484277360348
VZ,38.31774865073246,13.14477528934016,2.8071815848046953,-1.623637416159788
W?,48.8851533392229,22.530769004961343,13.374586273295137,-4.819429554683879
WW,30.294979021751132,10.356962284921973,-5.215588044176634,-2.786366882185142
WX,38.7842714812143,11.944282791957836,3.273704415286531,-0.7275200417993588
WY,36.67895704543109,12.466794385527418,1.1683899795033241,1.1615220172124125
WZ,40.40509172224091,13.07849269431411,4.894524656313145,-0.7504881249684914
X?,53.285885122292015,20.382687653481934,17.77531805636425,-6.849143390692149
XY,41.6597495763924,12.751016233416543,6.149182510464634,-0.28813107090365975
XZ,42.886578707916286,13.231366239316387,7.376011641988519,-4.699446758370499
Y?,53.25395598483771,23.28966353608507,17.743388918909943,-2.886716033351476
YY,32.401815133822765,10.24618909049551,-3.108751932105001,-5.5517090186783165
YZ,43.53141750875662,13.73943805518797,8.020850442828852,-0.060251462735188
Z?,58.3895308438634,22.63621969298419,22.87896377793563,-3.3892859933165127
