,mean,std,ev,synergy
GK,34.10306750942045,13.162714586295934,-1.407499556507318,-1.6218124739005972
GL,34.02082452036116,18.161917968978315,-1.4897425455666067,-0.3434912022254082
GM,34.48786508974432,16.03299839820147,-1.0227019761834484,-1.4564849590548619
GN,36.5804886051376,20.152660776851768,1.0699215392098367,1.538592056783557
GO,34.45135579298423,16.843237515171847,-1.0592112729435357,0.29627612995471253
GP,33.46577847797794,15.315334701303529,-2.0447885879498244,-1.7065625769681603
GQ,31.565150948402916,11.85022212453459,-3.94541611752485,-1.4713673684177522
GR,34.882155871895584,18.77845024934953,-0.6284111940321822,-0.527313475394962
GS,39.76581598835274,19.99816444505656,4.255248922424975,-1.0199317360843239
GT,33.544803454785765,17.528769230704782,-1.9657636111420018,-1.4054925677683485
GU,32.47556821903452,15.716903316030635,-3.034998846893245,0.34030783201644965
GV,31.082570376481478,13.68856980675988,-4.427996689446289,-0.9502030283092111
GW,32.914360612875505,13.788622273170882,-2.596206453052261,-0.33260657223233636
GX,38.21000270075125,12.79128036049407,2.6994356348234803,-1.467410103433977
GY,35.905021848596284,14.132840028181395,0.3944547826685181,0.2219655392060389
GZ,40.50755611444342,15.057841867778116,4.996989048515651,-0.8136450139375526
H?,56.6602173090169,24.76863270948986,21.149650243089134,-0.6961208687795661
HH,34.327283936346475,12.140104710624279,-1.183283129581291,-6.057572535369168
HI,37.99517119616894,17.02181312813467,2.4846041302411734,0.023221266120835082
HJ,37.037725301204816,11.540819345611244,1.5271582352770494,-1.6041557057053666
HK,38.64928114284552,14.241458847281173,3.1387140769177506,-0.5617328431936457
HL,36.817976860465365,16.585125235993225,1.3074097945375982,-1.0324728648393204
HM,38.704400388269555,16.077424559972034,3.1938333223417885,-0.7260836632477421
HN,37.46764861559802,17.35404758843707,1.9570815496702565,-1.0603819354741404
HO,38.32580785229282,16.29461631462249,2.8152407863650524,0.6845941865451834
HP,38.577509566144414,16.46355977059313,3.0669425002166477,-0.08096549151980525
HQ,34.99628093460528,11.494464588441414,-0.5142861313224856,-1.5263713849335048
HR,38.45613189022762,18.279107586231667,2.9455648242998507,-0.4394714597810463
HS,44.47570881767123,20.279997435357753,8.965141751743467,0.2038270905160502
HT,38.55528521470634,17.764902113013655,3.0447181487785713,0.11885518943410744
HU,35.610410530997314,14.363743426865256,0.09984346506954722,-0.010983858738875085
HV,33.89152702056258,12.265824901525622,-1.619040045365189,-1.6273803869462284
HW,37.703684979215815,14.219196121831798,2.1931179132880487,0.9705837913898563
HX,40.715854087828916,13.416116170396997,5.20528702190115,-2.447692719074425
HY,39.37604589114194,14.341231082777593,3.8654788252141756,0.20685557903357932
HZ,42.00133992876045,14.683589366263277,6.490772862832685,-2.805995202338636
I?,55.95911602751149,25.747484677248906,20.448548961583725,1.015684391382564
II,30.171519599201766,15.41759831801185,-5.339047466726001,-5.3875237891788
IJ,36.5309804718489,12.703263141289359,1.0204134059211327,0.30200600660625554
IK,37.257813466375296,15.591433390792211,1.7472464004475299,0.4597060220036724
IL,36.31664424040019,19.904409518422465,0.8060771744724207,0.8791010567630408
IM,37.9906364642749,18.58752652939116,2.4800693983471334,0.9730589544251416
IN,37.831097090442874,20.764150105946932,2.320530024515108,1.7159730810382499
IO,34.37038648809264,18.109340684456576,-1.1401805778351246,-0.8579206359874547
IP,36.883234651438094,18.123523528036856,1.372667585510328,0.6376661354414139
IQ,35.45062269801011,14.462607464092406,-0.05994436791765878,1.3408769201388608
IR,36.96955479665923,20.438417796978122,1.4589877307314651,0.486857988318107
IS,42.900499570974645,21.94152936142597,7.389932505046879,1.0415243854870013
IT,36.87144687920544,20.212368728361046,1.360879813277677,0.8479233956007519
IU,32.017452830632735,16.616568390822128,-3.4931142352950317,-1.1910350174359152
IV,34.08759782104152,16.227326656751572,-1.4229692448862465,0.9815969552002528
IW,34.20490824606633,14.382304033153078,-1.305658819861435,-0.11528640009208857
IX,41.65208439298399,14.190648917170577,6.141517327056221,0.901444127748185
IY,36.02538456232324,14.960258393136565,0.514817496395473,-0.7308992081175845
IZ,43.78950805496381,16.476981188846672,8.278940989036045,1.3950794655322625
J?,47.9219213195141,17.96705747490333,12.411354253586332,-7.691441393476907
JK,38.42480814639906,12.718801742294502,2.9142410804712924,0.9567696251653572
JL,34.56476565856575,12.445310079091547,-0.9458014073620191,-1.5427086019334766
JM,35.760900350957435,12.117119549848995,0.2503332850296687,-1.9266082357544008
JN,35.800706924337426,13.491831714620238,0.2901398584096597,-0.984348161929276
JO,37.29126315405519,12.384487430901778,1.7806960881274208,1.393024953113013
JP,35.4764800847349,11.769541466378456,-0.03408698119286413,-1.439019508123856
JQ,34.57387750122011,11.456338019311724,-0.9366895647076561,-0.2057993535132141
JR,35.40275524929245,13.338592352338354,-0.10781181663531925,-1.749872635910755
JS,39.89267081923673,14.781404768921428,4.382103753308961,-2.6362354431129944
JT,35.311113353533315,12.693605136152437,-0.1994537123944511,-1.3823412069334537
JU,36.16485395347652,12.415389621774857,0.6542868875487571,2.286435028545796
JV,33.991388380158206,11.295750621128539,-1.5191786857695604,0.21545643745486132
JW,35.58826848101586,11.297241846755673,0.07770141508809303,0.5981427579953618
JX,39.632123527539,12.016052921143864,4.121556461611235,-1.7884478145588787
JY,38.33677127889653,12.254006965589905,2.8262042129687615,0.9105564315936263
JZ,40.01975879396985,13.063794180421194,4.509191728042083,-3.0446008723237767
K?,52.569961550402404,23.080123659312964,17.059394484474637,-3.612534141717582
KL,36.47388319330097,16.12450909368,0.9633161273732043,-0.2027240463272335
KM,36.332195485916806,14.09270359390587,0.8216284199890396,-1.9244460799240102
KN,36.80530557674293,15.874800884642548,1.294738510815165,-0.548882488652751
KO,36.71333688209248,14.142366475951874,1.202769816164711,0.24596570202132284
KP,36.893912196353995,14.10707017851973,1.3833451304262283,-0.5907203756337438
KQ,35.01379283397804,12.177094162962506,-0.49677423194972903,-0.33501699988426736
KR,36.77395051008686,16.04628252512265,1.2633834441590963,-0.9478103542453198
KS,42.32072604521802,18.152120022419318,6.81015897929025,-0.7773131962606854
KT,35.69114197459182,15.08120969133915,0.180574908664056,-1.571445565003927
KU,35.097098648630514,13.150399394209632,-0.4134684172972527,0.6495467445708059
KV,33.0619577323415,11.319103268418619,-2.448609333586269,-1.2831071894908277
KW,36.5085094027784,13.79411817352636,0.9979423368506346,0.949250700628923
KX,39.17263317026057,11.596835592892566,3.6620661043328013,-2.8170711509662922
KY,38.76439619638412,12.776424330423147,3.253829130456353,0.7690483699522375
KZ,41.627754056362086,13.53750426985262,6.11718699043432,-2.0057385890605204
L?,57.02116469079253,25.059892235103753,21.510597624864765,2.1992332594070234
LL,30.358752660592664,16.27324148586629,-5.151814405335102,-4.957290318301062
LM,35.90098406934587,17.83062477906014,0.3904170034181007,-0.9950932357604714
LN,34.83384070062978,19.565079391854773,-0.6767263652979878,-1.1597831040314261
LO,35.647059485400774,18.72991332964656,0.13649241947300794,0.5402525660640976
LP,35.88952595229094,18.250178350455414,0.3789588863631721,-0.23454235896232234
LQ,31.99642634865185,13.316907091483294,-3.514140717275918,-1.9918192244759787
LR,34.86026174338472,19.73272190695368,-0.6503053225430477,-1.5009348602129862
LS,41.857219366264765,21.808610050887218,6.346652300336999,0.11974438552054067
LT,35.0708686221188,19.56315337279652,-0.4396984438089646,-0.8311546567424699
LU,33.44493134196272,17.698286539648386,-2.0656357239650447,0.35794369863749154
LV,32.43935534867381,16.047419303773314,-3.0712117172539593,-0.5451453124240402
LW,33.25138950755888,14.522706869488223,-2.259177558368883,-0.9473049338561168
LX,39.65391125014684,14.181174301659176,4.143344184219075,-0.9752288103455413
LY,37.71494448281358,16.785703042237163,2.204377416885812,1.0801609171161743
LZ,40.69525207250803,15.89016698284027,5.184685006580267,-1.5776763121800954
M?,56.74744689250345,25.11922374643442,21.23687982657568,0.3454811349053273
MM,33.59790397424161,14.285424923403209,-1.9126630916861558,-4.87820765707734
MN,37.13597797136113,18.996301276413757,1.6254109054333625,-0.4376801595126878
MO,37.89203181020452,17.862235113888794,2.381464744276755,1.2051905646552328
MP,36.4207510646535,16.76368388580431,0.910183998725735,-1.2833515728123714
MQ,33.22445880872847,11.852625567028896,-2.2861082571992952,-2.343821090611968
MR,37.371392369821336,19.141738120199488,1.86082530389357,-0.5698385599889804
MS,43.1417520976786,21.118940234544237,7.631185031750832,-0.17575720927823824
MT,36.4553732233841,18.40971082352348,0.944806157456334,-1.0266843816897833
MU,35.158460772549724,15.891079013417773,-0.3521062933780428,0.4914388030118815
MV,31.940009455031543,12.369483747957295,-3.5705576108962234,-2.6245255322789163
MW,33.75797347840871,12.887690352595822,-1.7525935875190584,-2.0207552892189042
MX,41.03406407410786,13.794948171136571,5.523497008180094,-1.175110312597134
MY,37.93466939021797,14.577985532717946,2.424102324290203,-0.28014850169204664
MZ,41.544913827820864,15.572864038276732,6.034346761893097,-2.308048883079877
N?,57.86199851769567,25.148805776364814,22.3514314517679,2.3624862605426813
NN,31.21429782843233,16.839555492647793,-4.296269237495437,-5.456906801996354
NO,36.42387754979578,19.254570717970534,0.9133104838680168,0.6394898046916282
NP,35.81696008919028,18.084265669062106,0.3063930232625154,-0.9846890478304573
NQ,32.86434751764065,13.936617657530132,-2.646219548287114,-1.8014788812546527
NR,36.19832516611296,20.588700487513602,0.6877581001851922,-0.8404522632522244
NS,42.72345554299961,22.22338903461525,7.212888477071843,0.30839973648790675
NT,36.38382723571213,20.435853104703035,0.8732601697843663,-0.19577686891661727
NU,33.909179964864784,17.981222192166527,-1.6013871010629828,0.14461149577207522
NV,32.178017621481715,15.62229335778136,-3.3325494444460517,-1.484063865383611
NW,34.02139670065342,15.119645381689736,-1.4891703652743473,-0.8548785665290595
NX,39.99595220524738,14.59746721123822,4.485385139319611,-1.3107686810124832
NY,36.851475721508,15.613213277667025,1.340908655580236,-0.46088866995687994
NZ,41.67088238648604,16.507431848551228,6.160315320558276,-1.279626823969565
O?,55.03480279420283,25.118860862393195,19.524235728275066,0.42210742237437415
OO,30.927545432553092,15.084432423390604,-4.583021633374674,-3.9700254272265347
OP,37.11892227733781,17.67642422050052,1.6083552114100428,1.204090025641598
OQ,33.365521031629086,12.664696954588361,-2.14504603429868,-0.4134884819416911
OR,36.837122133192,19.760863972686437,1.3265550672642306,0.6851615891513418
OS,42.00128368206696,21.015174004963377,6.490716616139196,0.4730447608797874
OT,36.320038306224546,19.19097293590859,0.8094712402967801,0.6272510869203245
OU,32.42694850780508,16.269122944718585,-3.083618558122687,-0.4508030759631012
OV,33.62680487124981,15.356196313318096,-1.8837621946779564,0.8515402697090124
OW,34.87072398606776,14.131683493114597,-0.6398430798600074,0.8812656042098084
OX,41.699578256186655,13.685559878609622,6.1890111902588885,1.2796742552513223
OY,36.63525474172594,14.53985903051241,1.124687675798171,0.2097072355855829
OZ,43.96695186742779,15.678018198646738,8.456384801500022,1.9032595422967091
P?,55.085798783919486,24.92708899068672,19.57523171799172,-0.544157979825556
PP,33.61860152921263,15.567128293644949,-1.8919655367151336,-3.3134921144001623
PQ,33.25542646777586,12.115082788470053,-2.255140598151904,-1.540844437711499
PR,37.29025958397799,19.383818229125815,1.7796925180502257,0.1210376480207529
PS,42.86141674717356,20.982338426551877,7.350849681245791,0.3159164340697984
PT,36.19260005701443,18.378094046851615,0.6820329910866647,-0.5174485542063749
PU,34.29046068975765,15.556482077285466,-1.220106376170115,0.3954477140728869
PV,31.502970930013916,12.422141473098222,-4.00759613591385,-2.2895550634434656
PW,33.71357140499686,12.828444531352737,-1.7969956609309037,-1.293148368777672
PX,40.842000078372976,14.3622807818119,5.33143301244521,-0.5951653144789404
PY,38.2295067093262,14.796622562055914,2.7189396433984356,0.7866978112692635
PZ,41.471702834721334,14.45822011743593,5.961135768793568,-1.6092508823263287
Q?,47.344989123679305,19.650352064715676,11.834422057751539,-6.1491449019403035
QR,32.93498280513558,14.26178056179319,-2.5755842607921835,-2.0984163926962225
QS,37.373841786132566,15.344648519142357,1.8632747202047995,-3.035835788845759
QT,33.80836852633919,14.504673247014754,-1.7021985395885793,-0.7658573467561851
QU,40.84089125125979,17.431033280588835,5.3303241853320245,9.08170101370046
QV,31.423750921567514,11.401737134840818,-4.086816144360252,-0.23295233376443392
QW,32.93191883819137,10.764435430405237,-2.5786482277363945,0.061021802542271075
QX,38.645769732410315,12.218816331275042,3.1352026664825488,-0.6555729223161677
QY,35.57119799387633,12.138812151735943,0.06063092794856573,0.2642118339448274
QZ,39.77656157734795,13.71167556862797,4.265994511420182,-1.1685694015742811
R?,58.55789637782829,25.585337895721658,23.047329311900526,2.6908113217388063
RR,31.315229660233356,17.270912036757572,-4.19533740569441,-6.091120568068327
RS,43.709372238623985,22.902992728881884,8.198805172696218,0.9267436331757821
RT,36.977079422309274,20.939138791585872,1.4665123563815072,0.02990251874402361
RU,34.15047020415881,18.31221166682462,-1.3600968617689588,0.01832893612959907
RV,33.474562825818964,17.24637693600936,-2.0360042401088023,-0.5550914599828616
RW,34.60918514311216,16.131381676210868,-0.9013819228156095,-0.6346629230068217
RX,39.67889661431743,14.390198193085805,4.168329548389664,-1.99539707087893
RY,37.28892323106297,16.17653121228155,1.7783561651352002,-0.3910139593384159
RZ,41.76471687473772,16.404886484039594,6.254149808809956,-1.5533651346543849
S?,64.94763750982882,24.94135006473077,29.437070443901057,3.7042740765928173
SS,40.953491711163544,21.31226040065396,5.442924645235777,-7.205415271431178
ST,43.40389643297761,22.383158477864423,7.893329367049844,1.0804411522658413
SU,39.6709313619176,19.86880458480312,4.160364295989837,0.16251171674187503
SV,37.487065047521845,17.542994996124637,1.976497981594079,-1.9188676154264996
SW,38.947783849423196,17.251914551669586,3.4372167834954297,-1.672342593842302
SX,42.91246234600191,15.84553013604251,7.401895280074143,-4.138109716340971
SY,40.68852745042954,17.127335034441085,5.177960384501773,-2.3676881171183624
SZ,45.4082121920123,17.660588787745052,9.897645126084534,-3.2861481945263264
T?,57.30836505578169,25.075775526781563,21.797797989853926,1.9004533244286392
TT,31.655256397005626,17.13093694074572,-3.85531066892214,-4.832747181823191
TU,34.0292389576936,18.103712351362756,-1.481328108234166,0.356271014400825
TV,32.18667815235162,15.623391864703256,-3.3238889135761482,-1.3838028087137744
TW,33.51448505351309,14.594322515241318,-1.996082012414675,-1.270189687869454
TX,40.28300028942103,14.997495198072462,4.772433223493266,-0.932120071038895
TY,36.81105736344702,15.7616906692864,1.3004902975192536,-0.40970650221792937
TZ,41.39828081146211,15.962922837503932,5.887713745534342,-1.460627873193566
U?,50.99480138342053,24.422675697546957,15.484234317492763,-1.5980747123964818
UU,27.027094984215005,11.608581069910016,-8.483472081712762,-3.8308373235417292
UV,31.07379084204577,13.409452662113537,-4.436776223881996,0.31834551651641974
UW,31.689496091076236,11.564790331271428,-3.82107097485153,-0.2801430147702675
UX,39.76036110119273,12.869725992487647,4.249794035264962,1.3602763762688426
