,mean,std,count,ev,synergy,pct
AW,36.79202920926634,16.740860633963784,1473505,-1.7741947953619785,0.05410030627433571,4.817364475426588
AX,42.5279077574366,15.659368017122723,780464,3.961683752808284,0.5785534778404227,2.551589270446545
AY,38.65753262984399,17.434020445017005,1465836,0.09130862521567451,-0.1230771224244549,4.792292033757203
AZ,45.49738601642792,18.037256721710207,806432,6.9311620117996,1.4312765168844166,2.636487062240857
B?,51.26589350531431,29.36809009481878,460361,12.699669500685992,-1.4058837969777613,1.5050690206493085
BB,32.5299159711098,15.859789869349232,106749,-6.036308033518516,-2.776951149216096,0.34899701079216755
BC,34.900472009107105,18.00552183773407,438339,-3.6657519955212123,-2.74933765486589,1.4330719792562734
BD,36.98343812075155,19.65111192800242,823095,-1.5827858838767668,-0.6709107849827731,2.6909637991735673
BE,39.1480054363176,20.674616346638878,2071255,0.5817814316892793,0.3427932004949099,6.771602577900786
BF,33.655925715008856,14.419162905833895,379296,-4.910298289619462,-1.4350804089794593,1.2400413137867894
BG,33.869660628812184,17.28619270259623,648906,-4.696563375816133,-1.139100291090962,2.121483613758464
BH,36.85972001355614,16.92760250528585,383590,-1.706503991072175,-1.2033940540536108,1.2540797887546258
BI,37.531544147479835,19.733588837003165,1703121,-1.0346798571484825,0.12647688145622737,5.56805345265405
BJ,36.185056330389756,13.180405416538912,195454,-2.3811676742385615,1.1257645179140283,0.6390023489435247
BK,37.51708618538185,16.30403966146115,191529,-1.049137819246468,0.7623489830732026,0.6261702543350576
BL,37.7508117587421,20.81725417217936,875876,-0.8154122458862147,0.7022421636356881,2.8635219610919123
BM,36.55069646126934,18.248010960003644,415601,-2.015527543358978,-1.0370087746208938,1.3587341022607764
BN,36.15567590233714,19.605607822037395,1263940,-2.4105481022911803,-1.6236925253595658,4.132228703038457
BO,37.445954580228374,19.005664877794167,1411720,-1.1202694243999431,1.2446576132970861,4.615369325010246
BP,32.40974289512123,14.596548200748561,395714,-6.156481109507091,-4.505929556806407,1.293717066470054
BQ,33.28173406719184,13.36001681324825,260359,-5.284489937436476,0.3948232700121963,0.8511977885772977
BR,38.05102305382942,21.083355609551596,1292063,-0.5152009507988993,-0.3587480974700128,4.224171886904424
BS,40.70374911175737,22.5059623777929,927393,2.1375251071290506,-0.8836654860290807,3.0319476981478104
BT,36.34827759794101,19.772550095583316,1269361,-2.217946406687304,-1.461711979509623,4.149951705553744
BU,35.60105538454417,18.1805672527844,864140,-2.9651686200841496,1.5203753635643409,2.8251531808817285
BV,31.544275124033025,14.357000572657258,433957,-7.021948880595293,-1.6254085887359473,1.41874580382333
BW,33.99428227178612,14.986828748494535,368503,-4.571941732842198,-0.02389103363929479,1.204755505606105
BX,39.10073389169914,14.152765210608909,192944,0.5345098870708256,-0.1288647903304465,0.6307963470410399
BY,37.01834202185222,15.26472892969072,364082,-1.5478819827760972,0.9574878671503626,1.1903018265579437
BZ,41.812329949901105,17.275737841545734,199206,3.246105945272788,0.4659760479241939,0.6512688505921791
C?,55.59155832392737,31.281568864642242,574104,17.025334319299056,0.5768384779882041,1.876931679770551
CC,33.47955735702887,18.80098457117335,133471,-5.086666647599451,-6.513194850591226,0.436359872480692
CD,38.85039038743222,21.8315131724567,933944,0.28416638280390316,-1.146901061949201,3.053365036180949
CE,41.815992713373696,23.353134814477098,2403307,3.2497687087453784,0.6678379339039111,7.857187973806703
CF,35.53037183846997,16.832618309994388,420801,-3.0358521661583495,-1.903576829165445,1.3757345842898283
CG,33.38058144028857,18.09122104889407,698610,-5.185642564339744,-3.971122023261671,2.283982067368464
CH,42.647049208933105,21.68775151951467,452743,4.080825204304787,2.2409925976762537,1.4801633144767474
CI,40.653704423210016,22.717049663675986,1976664,2.0874804185816984,0.9056946135393105,6.462354001821929
CJ,35.393220613681756,14.289804409596647,209783,-3.173003390946562,-2.00901374244107,0.6858484849039643
CK,39.90342756832311,18.748653730492094,212483,1.3372035636947928,0.8057478223673655,0.6946756582652028
CL,38.75550418284348,22.212603665853496,983661,0.18928017821516363,-0.6360079559100313,3.2159059909960215
CM,37.97849357705693,20.107051243071652,462327,-0.5877304275713868,-1.9521542024804006,1.511496510585677
CN,39.89654597286935,23.0296680254903,1492924,1.33032196824103,-0.2257649984744532,4.880851467834695
CO,40.00595004230906,21.76813102927457,1606039,1.4397260376807424,1.4617105317306738,5.250660991818584
CP,38.26491467765343,20.756656886849413,470627,-0.3013093269748879,-0.9937003179213022,1.5386318953628177
CQ,33.34417752656095,14.589928897506201,286605,-5.222046478067369,-1.8856758142657952,0.9370044522954705
CR,40.57764931466244,23.69706640614374,1511372,2.01142531003412,-0.17506438028409121,4.941163947156225
CS,43.77673519640061,24.958712514425137,1104630,5.210511191772291,-0.15362194503293836,3.611392781490712
CT,39.733003389595645,23.097626652768145,1501064,1.1667793849673274,-0.41992873150208965,4.907463760857096
CU,36.904358353510894,20.18172064985457,974680,-1.6618656511174237,0.48073578888396895,3.1865441969377684
CV,33.746858681710144,17.64951856814384,493503,-4.819365322918173,-1.7657675747059258,1.613420938996778
CW,32.8589290897389,14.078465240239892,396205,-5.707294914889417,-3.502186759333611,1.2953223042924125
CX,40.34172494172494,15.845522430113471,214500,1.7755009370966235,-1.2308162839517465,0.7012698836983947
CY,37.96516193203828,17.09825215676193,400137,-0.6010620725900395,-0.43863476631067755,1.3081772841651496
CZ,41.33025213993301,16.848338348410696,214960,2.7640281353046916,-2.3590443056910004,0.7027737724932723
D?,55.61941471750931,29.969370659198646,1008812,17.05319071288099,0.6001556298088104,3.2981327455176923
DD,33.92454020902397,19.008692508720593,663943,-4.641683795604351,-6.077290482118784,2.1706444307336286
DE,42.869665043130176,23.272938249298615,4403761,4.303441038501859,1.716971021899063,14.397319180911545
DF,36.38272300954027,17.637055266618766,775135,-2.183500995088046,-1.0557648998564702,2.534167045690234
DG,35.83346323956603,19.623842700243816,1320183,-2.732760765062288,-1.5227794657455433,4.31610526279999
DH,39.298262209541825,19.528573122412517,786516,0.7320382049135077,-1.1123336434763544,2.5713752160695877
DI,40.41866842341332,22.227005989456337,3567200,1.852444418785005,0.6661193719812886,11.662330671929666
DJ,36.45968919388688,14.264138132519303,388345,-2.1065348107414366,-0.9470844039972732,1.269625421840807
DK,37.40842390802414,16.847150240496017,378969,-1.157800096604177,-1.6937950796929329,1.2389722450130394
DL,38.587389011969435,22.025879175217568,1797829,0.021165007341117814,-0.8086623685454057,5.877684539578561
DM,38.790440539971456,20.711431555987225,854860,0.2242165353431389,-1.1447464813272035,2.7948138591068052
DN,39.63409596411864,22.7063186573024,2721413,1.0678719594903257,-0.49275424898648623,8.89717938464009
DO,39.29532271142505,21.09589588864998,2899479,0.7290987067967336,0.7465439590853364,9.47933473713724
DP,37.89976820652751,20.347226739300904,847306,-0.6664557981008059,-1.3633860308085488,2.77011738963614
DQ,33.71012336650051,14.501008281868224,519590,-4.856100638127806,-1.5242692160875606,1.6987077802836779
DR,40.43618079369757,23.467202929680358,2765915,1.8699567890692492,-0.32107214301029074,9.042670817574104
DS,43.3891605081357,24.40836868356919,1955147,4.8229365035073855,-0.5457358750591723,6.392007968779792
DT,38.69513182052889,22.12146933862637,2676442,0.12890781590057543,-1.4623395423301702,8.750154638999994
DU,36.85267672386913,20.055152552813837,1763910,-1.7135472807591867,0.42451491748087733,5.766792356897135
DV,34.161921504778455,17.857012421697533,901023,-4.404302499849862,-1.3552439933989433,2.9457356383197144
DW,36.43996751988876,17.649065733438402,753692,-2.1262564847395566,0.07431242905492041,2.4640629425846643
DX,40.733318074311434,15.843029296129213,393210,2.1670940696831167,-0.8437623931265819,1.285530680508372
DY,37.92542912481494,16.85775502715222,727469,-0.6407948798133773,-0.48290681529534396,2.3783314733062353
DZ,42.100642956296014,17.555900983432814,399094,3.5344189516676963,-1.5931927310893244,1.3047673797889376
E?,58.612112029305926,30.070214002033705,2562758,20.04588802467761,2.441989611517066,8.378484869963312
EE,37.50103803287842,22.037744729378872,6189592,-1.065185971749898,-4.802519318441057,20.235778377531535
EF,38.75604855159608,19.020129214997862,1973241,0.1898245469677633,0.16669731211097627,6.451163107593959
EG,38.42126298650838,21.173304545317965,3352229,-0.1449610181199361,-0.08584304889155447,10.959520936878256
EH,41.79049949088698,20.969405024429985,1999556,3.2242754862586622,0.22904030778043705,6.537195354631363
EI,40.58566985321083,23.507812734391784,9352870,2.0194458485825137,-0.31774252830956584,30.577557375972983
EJ,38.06889289703727,14.642979897521435,975790,-0.4973311075910445,-0.4887440309352442,3.190173145986278
EK,40.3579630948729,18.58513102821336,961655,1.791739090244583,0.10488077706746424,3.1439612587784604
EL,41.5188415895632,23.389591257286803,4638356,2.9526175849348846,0.971926878959998,15.164286119681824
EM,41.668588885250244,22.014858160184488,2165033,3.102364880621927,0.5825385338632216,7.07819319400087
EN,41.95804675305798,23.68613738625541,6934648,3.391822748429661,0.6803332098644859,22.671607442654103
EO,38.81720637441465,22.038531655150734,7462897,0.25098236978633537,-0.8824357080134249,24.39862429483962
EP,41.121351340756746,21.936274019247463,2168365,2.555127336128429,0.7073337733323228,7.089086579793332
EQ,34.98376323984688,16.30350810248266,1311099,-3.5824607647814375,-1.401492672829555,4.286406728424623
ER,43.35634776964589,24.643251312932264,7154828,4.790123765017576,1.4482315028496728,23.391447083645772
ES,46.36849413862318,25.898313958805225,5320337,7.80227013399486,1.2827344253399389,17.39390260711546
ET,42.32294663458268,23.991554300090584,7012013,3.7567226299543606,1.014611941635252,22.92453865268826
EU,36.87734446542727,21.058508306993655,4564580,-1.6888795392010465,-0.7016806710493455,14.923088511571182
EV,37.83701437098183,19.78861224814886,2276532,-0.7292096336464908,1.1689855427160651,7.442719491261883
EW,37.65559718107559,17.89338052066009,1890934,-0.9106268235527253,0.13907876015338871,6.18207490098527
EX,43.37118646617295,16.631006083718383,997205,4.804962461544633,0.6432426686465718,3.260185708034768
EY,38.30787888428281,17.561117811629966,1848282,-0.2583451203455098,-1.2513203859158395,6.042631716465437
EZ,45.739713186910464,18.959024550650362,1016690,7.173489182282147,0.895014169436763,3.3238884757917058
F?,48.68613138686131,28.385771096230922,423741,10.119907382232995,-3.7697849190931763,1.385346395283177
FF,35.985789691470785,16.122153726385026,99083,-2.5804343131575322,1.1106445638200526,0.32393437709318434
FG,34.39638478735615,16.08711065452862,617723,-4.16983921727217,-0.39651513620941614,2.019536300083093
FH,36.32597511103294,15.04414493615696,363856,-2.2402488935953784,-1.5212779602392317,1.1895629594543735
FI,37.719564877564345,18.496189712212246,1631265,-0.8466591270639725,0.5303586078783198,5.333132945600289
FJ,35.33296929451472,11.917009464369416,182215,-3.2332547101135987,0.4895384783765735,0.5957197755622518
FK,36.72075222442398,13.87634537137886,180159,-1.8454717802043348,0.18187601845291823,0.5889980465138419
FL,37.65770271002873,19.161612783299933,830065,-0.9085212945995877,0.8249941112598975,2.7137509837394314
FM,35.393915883297545,15.932527839053929,387961,-3.1723081213307722,-1.9779283562551058,1.2683700016294308
FN,36.06229931970525,18.09784533426555,1201538,-2.5039246849230707,-1.5012081116538738,3.928216380042899
FO,36.59848849156805,16.83512150826114,1339192,-1.9677355130602692,0.6130525209743425,4.378251832586576
FP,33.17869409476485,14.13758913935038,379951,-5.387529909863467,-3.521117360825201,1.2421827206577565
FQ,33.762649590594165,12.258747552947767,247676,-4.803574414034152,1.0915997897521024,0.8097329590437464
FR,38.3215516579597,19.862296293851195,1237515,-0.24467234666861515,0.1276415029978537,4.045836830419669
FS,39.669891238559025,20.5417079018653,865748,1.1036672339307074,-1.7016623628898415,2.830410253016866
FT,36.59893208206888,18.45764314759848,1212640,-1.9672919225594399,-0.9951964990441766,3.9645124091749246
FU,35.31205512912095,16.38770238313429,824537,-3.254168875507368,1.447236104478705,2.695678163613162
FV,31.884630298968332,12.761786447143878,417770,-6.681593705659985,-1.0691924174630572,1.3658252648609714
FW,34.3921578035302,13.891971318693082,354314,-4.174066201098114,0.5898454944423719,1.158367074931063
FX,40.619523663281406,14.167004882659086,188858,2.0532996586530885,1.6057859775893988,0.6174378913543657
FY,37.10049183541676,13.911259804882818,346864,-1.465732169211556,1.2554986770524863,1.134010615100979
FZ,41.55636047829356,15.317808082290862,188838,2.9901364736652454,0.4258675726542336,0.6173725048850232
G?,51.5658500749904,29.15467364289756,752763,12.999626070362083,-0.8078210268789192,2.461025741083705
GG,30.74459777959417,16.848977380877663,378039,-7.821626225034148,-3.9660569398862258,1.2359317741886127
GH,37.39801748093084,18.127488447739662,623651,-1.168206523697478,-0.36699038625616254,2.0389168495962124
GI,38.407523102402905,21.515988581757323,2831199,-0.15870090222541222,1.3005620368020487,9.256105330801917
GJ,35.234008883685476,13.305921626571822,310907,-3.3322151209428412,0.4728232716324996,1.0164555511935516
GK,34.911764805043745,14.828811441233878,296605,-3.654459199584572,-1.5448661968421504,0.9696976869667243
GL,36.47696413315887,20.87017785111851,1409324,-2.0892598714694444,-0.2734992615247904,4.607536025983014
GM,35.78134796591406,18.66597260594439,665729,-2.784876038714259,-1.508251069553424,2.1764834424459143
GN,39.4674783595031,22.734694080602747,2200504,0.90125435487478,1.9862161322291456,7.194159366703274
GO,36.23297373845382,19.27452335124481,2263195,-2.3332502661744954,0.32978297194528494,7.399116524180831
GP,34.52951282851899,17.784959586268183,656545,-4.036711176109328,-2.088053422985894,2.146457975723835
GQ,31.70717684949286,13.014205807640922,416060,-6.859047155135457,-0.8816277472640337,1.360234721732187
GR,37.46110840753386,21.69290426440984,2104208,-1.1051155970944606,-0.6505565433428231,6.879336594112968
GS,40.31019037473094,23.01160201078329,1510337,1.7439663701026191,-0.9791180226327612,4.93778019736775
GT,35.78122747497192,20.471173517928285,2062983,-2.7849965296563965,-1.7306559020559646,6.744558734180725
GU,34.134893560431394,18.232399747019233,1383602,-4.431330444196924,0.35231973987431786,4.523442487761614
GV,31.959182211886827,16.089464432666727,712116,-6.607041792741491,-0.9123953004593943,2.3281375501154593
GW,33.95312336365878,15.762000459632633,592022,-4.6131006409695345,0.23305625865612,1.9355114176545036
GX,37.87017210293394,13.980503640913183,305050,-0.6960519016943749,-1.061320378672896,0.9973071236465981
GY,36.475289822374954,15.726447805018106,582857,-2.0909341822533634,0.7125418680958475,1.9055480680782995
GZ,40.905600941567435,16.960935434398078,317768,2.339376936939118,-0.14264675998672516,1.0388863795014989
H?,54.55567120374879,29.998826315079256,447718,15.98944719912047,-0.8723530458271398,1.4637349640544424
HH,34.37270558195023,13.915983043879946,95558,-4.193518422678089,-6.4466554329433805,0.31241001187156736
HI,40.11049958048824,20.151175992883037,1645961,1.5442755758599205,-0.05081463281922538,5.381178923273163
HJ,36.978599883671166,12.597329125299431,182242,-1.5876241209571518,-0.8369388760884178,0.5958080472958641
HK,39.44449370552819,16.102602978545946,182700,0.878269700899871,-0.06649044406431415,0.5973053974438075
HL,38.4891658386285,19.308844239580463,818199,-0.07705816599981574,-1.3156507037617686,2.6749571914785215
HM,39.55300777604977,18.420439311308822,401875,0.9867837714214502,-0.7909444071243215,1.3138593683510134
HN,39.28940006470282,20.20801785689115,1227149,0.7231760600745005,-1.2462153102777407,4.011947023359447
HO,39.755311429487506,18.86862682101987,1362957,1.1890874248591885,0.797767515272362,4.455947304782811
HP,39.78452857132269,19.108160583000924,404759,1.2183045666943713,0.11260917211119903,1.323288097230203
HQ,34.86133160871481,12.722644097609775,242759,-3.704892395913504,-0.7818261357486875,0.7936576955558909
HR,40.708735458374896,21.437652836290212,1259144,2.142511453746579,-0.4572826402083905,4.116549027690124
HS,44.75860110433394,23.25579027658382,917295,6.192377099705624,0.4149395592636367,2.9989340697767783
HT,40.61162670739739,20.84380006839291,1246561,2.045402702769074,0.04539018266289929,4.0754111305032845
HU,36.68861976486845,17.000358207805608,819201,-1.8776042397598687,-0.14830720339523396,2.678233053592581
HV,34.10056948290952,14.55844816292798,417045,-4.465654521718797,-1.8253611771433071,1.3634550053473056
HW,38.518352626374266,16.329079711600055,361011,-0.04787137825405097,1.7439323736649968,1.1802617341904018
HX,40.53790946699704,14.301447367724744,183226,1.9716854623687254,-1.4479361623164024,0.5990250615875155
HY,39.873241797898395,15.98959766205266,351922,1.3070177932700773,1.0561406959126813,1.1505468531976992
HZ,42.10117809743476,16.175196610848317,185129,3.5349540928064442,-2.0014227518260057,0.6052465841454551
I?,56.47251961523603,29.934264858544736,2099261,17.906295610607714,1.70254216724625,6.863163250921099
II,32.313158246855956,19.097047394653853,3931086,-6.253065757772362,-7.190109164865362,12.851991711088054
IJ,37.19976913429059,14.231197610142152,810861,-1.3664548703377264,0.0422771761171532,2.6509668958767554
IK,39.233094311633764,18.047187460613046,799509,0.6668703070054463,0.3801569636274067,2.613853535877948
IL,39.94253502424949,22.804183161599337,3792658,1.3763110196211699,0.7957652834453626,12.399425802180822
IM,40.722703322416955,21.628113131857923,1787223,2.156479317788637,1.036797940829011,5.843010094886229
IN,41.52134892915032,23.632470734782174,5766589,2.9551249245220035,1.6437803557559079,18.852844742967097
IO,37.22970473784523,21.199526595526486,6154971,-1.3365192667830854,-1.0697923747837663,20.122591129776186
IP,39.59720848364539,21.258871508516535,1778245,1.0309844790170715,0.5833358860200448,5.813658108798377
IQ,35.97755374599206,15.964020058840521,1124642,-2.588670258636256,0.9924428031147059,3.6768184827148254
IR,40.92391271546155,23.68636735846534,5765878,2.35768871083323,0.41594141846440635,18.85052025398197
IS,44.63603092095633,25.28307182820813,4331302,6.069806916328012,0.9504161774721709,14.160427271807107
IT,40.7413913796371,23.43571225519449,5735559,2.175167375008783,0.8332016564887539,18.751397635782197
IU,34.674329694084626,19.948819514075034,3808112,-3.891894310543691,-1.5045504725929106,12.449949927041777
IV,36.26719832528598,19.028241851584507,1881157,-2.2990256793423356,0.9993144668192997,6.150110725447185
IW,35.73009510295019,16.77334599435928,1548953,-2.83612890167813,-0.3862783481729366,5.064028392374264
IX,41.981631858708475,16.01811690218911,822130,3.415407854080158,0.6538330309811755,2.6878089020277915
IY,37.05839639401011,17.05809044531943,1532783,-1.5078276106182074,-1.1006579063894577,5.0111634319108465
IZ,44.72902533753418,19.048284348629416,845544,6.162801332905865,1.2844712898595603,2.764356841687065
J?,41.98354001693311,22.601526113565374,200790,3.417316012304795,-10.440661977508789,0.6564474589641057
JK,39.00349642803186,13.5597094059167,92666,0.43727242340354167,2.496334533573382,0.3029551284046408
JL,35.13025076501212,13.665698206759053,402608,-3.435973239616196,-1.6707435222441234,1.3162557824524164
JM,36.0600090370416,13.200672737573965,194754,-2.5062149675867147,-1.280120890998461,0.6367138225165369
JN,36.409806683304915,14.90942354998477,607035,-2.156417321323403,-1.1219864365416186,1.984593770866457
JO,37.705488181791424,13.696642840392537,679460,-0.8607358228368938,1.7517665227103052,2.221374522973013
JP,35.6586937230381,12.816873448739074,194951,-2.907530281590219,-1.0094034210393659,0.6373578792395606
JQ,35.12078079250439,12.457736739163758,128075,-3.4454432121239265,2.4814453031749153,0.41871860305208347
JR,35.952179946706714,14.834153716183424,604579,-2.6140440579216033,-2.210015896742547,1.9765643124311971
JS,38.988917945837436,16.40810918168536,434396,0.4226939412091184,-2.3509213440988432,1.420181036825398
JT,35.94051,14.243439977730239,600000,-2.625714004628314,-1.6219042696004635,1.9615940802752299
JU,36.89199714587052,13.745449826901458,416239,-1.6742268587577982,3.058892432740862,1.3608199306328024
JV,34.49008512977325,12.313158038099521,216493,-4.076138874855069,1.5679767248544465,0.7077856453683756
JW,36.060475102230534,12.072839830288034,180719,-2.5057489023977837,2.2898771046552895,0.5908288676554322
JX,39.54850407978241,12.69462998809519,92652,0.9822800751540939,0.5664807056029915,0.302909357876101
JY,38.52569752865838,12.928591088755649,176301,-0.040526475969940634,2.712418681806689,0.5763849965776722
JZ,39.915518215807325,14.578715333196225,92008,1.3492942111790072,-1.1832603783194173,0.30080391356327224
K?,49.7212884679601,28.136053540396404,206633,11.155064463331783,-4.39835891631472,0.6755501159825194
KL,38.33435737471222,18.326930681725067,402653,-0.23186662991609808,-0.16208230237694465,1.316402902008437
KM,37.25918667063872,15.89492830240332,191337,-1.307037333989598,-1.7763886472342634,0.6255425442293695
KN,38.65952255141845,18.140617307412455,594242,0.09329854679013039,-0.5677159582610045,1.942769315751522
KO,37.9800918462809,16.06447569183611,656314,-0.5861321583474179,0.33092479736686187,2.1457027620029288
KP,37.79748415990754,15.895482597045602,193812,-0.7687398447207769,-0.5660583740028429,0.6336341198105048
KQ,35.719839525439795,13.125939717917596,122387,-2.846384479188522,1.3850586462774004,0.4001226911710743
KR,38.72442116123345,18.63626142272744,599001,0.15819715660513367,-1.1332200720487293,1.9583280261315716
KS,42.53246306006814,20.64078041913251,435572,3.9662390554398215,-0.5028216197010593,1.4240257612227374
KT,37.45703817155623,17.554890894848295,590885,-1.1091858330720896,-1.8008214878771582,1.9317941968723822
KU,36.240119997395716,15.04396276842036,399342,-2.326104007232601,0.7115698944331399,1.305578172008785
KV,33.69537709785569,12.846976330820654,203422,-4.870846906772627,-0.922176696896031,0.6650523183295797
KW,37.532271650583134,15.427285636811629,176889,-1.0339523540451836,2.0662282631749704,0.5783073587763419
KX,39.08937247192281,12.434249225279459,88506,0.5231484672944902,-1.5880962920895314,0.28935474278139917
KY,39.36529974308564,14.073847110928304,172431,0.7990757384573257,1.856575506401036,0.563732714759897
KZ,41.66984475286631,14.559130489635313,91145,3.1036207482379936,-1.12437923109335,0.2979824874111431
L?,55.86602385986389,29.555597573376637,1071758,17.29979985523557,1.4525440827912988,3.5039235804793667
LL,32.4504183094267,19.48675854042962,736058,-6.115805695201615,-6.33985376046023,2.4064116925653756
LM,38.08479389124115,20.602076221833073,889215,-0.48143011338716946,-1.2446138194296026,2.9071314668198975
LN,38.26852822660828,22.500826838000744,2841273,-0.2976957780200351,-1.2525426758689377,9.28904049540974
LO,38.449109654463875,21.34489409873893,3046570,-0.11711435016444227,0.5061102127520698,9.96022279524018
LP,38.46776296927623,21.203058259724973,896407,-0.09846103535208783,-0.1896119574319215,2.9306444411954633
LQ,32.43019882791532,14.897466334142344,543988,-6.136025176712998,-2.198414444044843,1.778472734234603
LR,38.55901322704853,22.95714227512232,2869272,-0.007210777579786054,-1.5924603990314168,9.380578283165782
LS,43.379876367201916,24.84382107593744,2127429,4.813652362573599,0.050759294634950436,6.955253554343087
LT,38.70255132232503,22.68827174476797,2837313,0.13632731769671125,-0.8491407299061251,9.276093974479922
LU,36.15050334551594,20.49071468431685,1860849,-2.415720659112374,0.3281208497555994,6.083717304476802
LV,34.403586839548225,18.84774639564165,957110,-4.162637165080092,-0.5077993480012637,3.1291021836203754
LW,34.64551036317834,16.665892321541012,776065,-3.9207136414499786,-1.1143654170275923,2.5372075165146604
LX,39.984320621224356,15.672697283768926,410029,1.4180966165960385,-0.9869805355857508,1.3405174319019537
LY,39.202721109355636,18.842977847666198,780417,0.6364971047273187,1.4001644798732613,2.55143561224359
LZ,41.425491763029434,17.85479673213569,415444,2.859267758401117,-1.6625646137279944,1.3582208184764377
M?,54.75347179525429,30.062177363524814,496069,16.187247790625975,-0.19914362260211504,1.6218100230134218
MM,34.36162670385532,16.810886885864534,111145,-4.2045973007729955,-5.5069166475992475,0.3633689567536507
