,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
200,0.9999,0.9999,0.9999201718530384,0.9999236890422182,0.9999080401103889,0.9999038017278166,0.9998701901428484,0.999835065348286,0.999653469873368,0.9997202665320021,0.9997363054937779,0.9997172448770411,0.99964250251071,0.9996457864151832,0.9996923901199876,0.9997880241295415,0.9997361928432703,0.9997043426262744,0.9996452204989287,0.9996358898113946,0.9996226394640109,0.9995808719827173,0.9990360908440793,0.9991972786867319,0.9990602419650598,0.998963389285902,0.9987530684901632,0.9983347913065816,0.99838928907267,0.9976423955901211,0.9976782363543953,0.9970454504803713,0.9977134863120934,0.997517624715487,0.99706245264191,0.9966058885391477,0.9969543726895573,0.9970331343283227,0.9964939746077504,0.9952308953024926,0.9948104063786892,0.9950191186808853,0.994832939448172,0.9940579192927234,0.9910188790925483,0.9935763456427932,0.9951913602980046,0.9950870148749692,0.9936654760157266,0.9930197324321779,0.9925463772987146,0.99242144964596,0.9891127500170616,0.9888011549447099,0.9884046665075653,0.989324015394423,0.9886706914723908,0.9864616541588571,0.9867587081431834,0.9904475690102358,0.9905621702585363,0.9964924405876782,0.9848421276580994,0.9782158114622951,0.9619317197372687,0.9731967890148348,0.9955861582281007,0.9989808657006899,0.9988560531026152,0.9987198279679889,0.9977054103433081,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541,0.9994511597181541
199,0.9998897863594811,0.9998942855054828,0.9999120796495445,0.9999143145384455,0.9999046766832588,0.9999021904398311,0.9998839226040269,0.9998202691183659,0.9996272103987821,0.9996701435628533,0.9997638187870991,0.9997517301791546,0.9997161204115075,0.9997176135597221,0.9997388695354477,0.9997337400169298,0.9995716124885051,0.9994326800075825,0.999548576765428,0.9995418309398274,0.9994785609948895,0.9992090292776832,0.9988316524663716,0.9989356398782546,0.998665030469201,0.9985693385925469,0.9984274365978687,0.9979383441255365,0.9974653678646641,0.9965380237228396,0.99668324687,0.9968605307567614,0.9974020531583797,0.9972238845944933,0.9965959521768359,0.9960281253309803,0.9962185175455295,0.9960882091253221,0.9964430043367198,0.9961976118039672,0.9952796668698471,0.9940947063415925,0.9924108404325483,0.9918258020159393,0.9896533720149223,0.9920573830132094,0.9932347679631761,0.9942752357119731,0.9931303546640822,0.9919473148023998,0.9908397457003204,0.9913132160786948,0.9948733261323326,0.9954333829652923,0.995065182341801,0.9952941278424671,0.9937869525627172,0.985431310265884,0.9836768028283621,0.9879157300547068,0.9865443430538554,0.9919952175732762,0.9758660886530006,0.9866098834476802,0.9562708065092717,0.9930503686064391,0.9975416889381035,0.9996230878160659,0.9995973468384762,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706,0.999570587436706
198,0.9997319339767013,0.9997657581312999,0.9998674691699533,0.9999,0.9999,0.9999,0.9999,0.9998155581181992,0.9996570345615646,0.9995363547266045,0.999768708684604,0.9997650439917879,0.9997404399282284,0.9996063182949175,0.9995003470290312,0.9996655701358453,0.9995337639034972,0.999402521206104,0.999266482169675,0.9992030833533422,0.9991068985183893,0.9992289292010063,0.9990008130543211,0.9990955446244425,0.9983434608126789,0.9982927353298492,0.9981933802689658,0.9974741882766112,0.9965854828452405,0.9940715732771113,0.9956177711762226,0.9957533252205809,0.9968842070072947,0.9960500088644921,0.9956043643253911,0.9944808402839064,0.9948189187136677,0.993697892516029,0.9941973559698313,0.9948871713866158,0.9938381305015165,0.9930550486508789,0.9890780675198084,0.9907736480095262,0.988012167848322,0.9902943416449201,0.9898989761683076,0.991618870027562,0.9907949517703215,0.9899880969314448,0.9890561169158608,0.9893452843008045,0.9936422372302128,0.9927590319596717,0.9965698859972337,0.9967636584389081,0.9961846864049931,0.9812453147969206,0.9824428451058222,0.9915266839289865,0.9955061253435367,0.9975873809775284,0.9969015925285999,0.99848921146405,0.9948922273095546,0.9992187184296889,0.9997177623706912,0.9999,0.9999,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543,0.9997354056977543
197,0.9995565284623859,0.9996730573058684,0.9998674691699533,0.9999,0.9999,0.9999,0.9998662417776853,0.9997308404590506,0.9994577615823956,0.9992576716740263,0.999623753732214,0.9997441869809156,0.9997431830995984,0.9997155689444815,0.9993846239329741,0.9995862725607013,0.9990819878389925,0.9990067375860615,0.9983036888904584,0.9981244386538798,0.9982465277919323,0.9982129415955502,0.9985078145327546,0.9980676213704508,0.9977656932670811,0.9977055028018059,0.9978100382313443,0.9965851859622616,0.9944562598717611,0.9935535743857081,0.9942767030027946,0.995536629686671,0.996320697115236,0.9954179221502293,0.9955980003554091,0.9947026423232933,0.9942878472282641,0.9937711922629497,0.994123325729849,0.9960790129577571,0.9942122437240654,0.9916548178492522,0.9871252377376454,0.9906833091896606,0.9924216448635869,0.9922722793368941,0.9896294027890223,0.9908736320193261,0.9908408563921021,0.9895253225279537,0.9891151557085562,0.9867883600618255,0.9932937458892654,0.993060250339742,0.9986048550566656,0.9985100973565668,0.9964512218500816,0.9827530785831222,0.9844277918602319,0.9825688421540436,0.9904983954891197,0.987926101983368,0.9913210214618882,0.9957354261229838,0.9949425422811498,0.9992632793389089,0.9997416438424667,0.9999,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846,0.9996942795885846
196,0.999729164673302,0.9997533470784951,0.9998674691699533,0.9999,0.9999,0.9999,0.999837748719872,0.9997582097958535,0.9996410348662031,0.9993908274332017,0.99958312680344,0.999719390836087,0.9998126474322871,0.9997160462324696,0.9991678642197095,0.9993528295945875,0.9991033900622803,0.9993679014356999,0.9991204162700628,0.9988110122607136,0.998309664036814,0.9980591094378908,0.998189212099136,0.9977119449418053,0.9980214736569977,0.9979299562645891,0.9978671660504377,0.996203429155546,0.9950479074011487,0.9948259104860844,0.9955154416711378,0.9953547624035042,0.9954622101080643,0.9954224829019994,0.9954238309984035,0.9944373406768096,0.993946198607872,0.9930006899194876,0.9917959009575518,0.9929806560519562,0.9910529826711096,0.9904154377943784,0.987648533581366,0.9926262791626711,0.9937390510729411,0.9931854423926659,0.9908975342618588,0.9903298879094276,0.991112294503525,0.9890637904498392,0.9892071390207001,0.9870364928542674,0.9840452369280258,0.97898189391686,0.9913673218919092,0.9921423450231897,0.9862388238731254,0.981587032182239,0.9826565833032329,0.9791207706080429,0.989946723371705,0.9878587280755472,0.9967430622328052,0.9983524757697376,0.9993362740466719,0.9992632793389089,0.9997416438424667,0.9999,0.9996942795885846,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946,0.9991182772739946
195,0.9999,0.9998674691699533,0.9999,0.9999,0.9998674555648949,0.9998236809726117,0.999713933713199,0.9996783669168817,0.9995156033013892,0.999253411050338,0.9994955162145415,0.9996590886485522,0.9998147955438967,0.9997482949481683,0.9995229553509154,0.9990634934249168,0.9985372219128882,0.9987490967893174,0.9990205830042183,0.9987620679368103,0.998448365630617,0.997886488817413,0.9976214289067203,0.9971759992513765,0.9975335148750586,0.9974986906182397,0.9975138134798361,0.9968523160480373,0.996109544656377,0.9960069249323579,0.9942982036651009,0.9943573407877765,0.9948813815562034,0.9957079149225961,0.9957434099941405,0.9945743061423087,0.9938371898769114,0.994681364163212,0.9928224273393623,0.9923988617502324,0.9894770799558574,0.9880371287355465,0.9869168267772832,0.9890395824694641,0.9923304139063618,0.9934373537179583,0.9930014563243114,0.9912083752128162,0.9903045511426202,0.9884862819961555,0.987864777934562,0.9867655277556481,0.9843761626104266,0.9844733488326329,0.9818880685577013,0.9836844915101484,0.9847651898966938,0.9830697446643446,0.9810813862240549,0.9783572888183422,0.977955798543978,0.9751644753391245,0.9931398456380667,0.9959129191684363,0.9983510617895746,0.9950317229454022,0.9980172627256031,0.999231744393802,0.9992187184296889,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625,0.9992013364723625
194,0.9999,0.9998697158302343,0.9999,0.9999,0.9999,0.9998242312064328,0.9997163834039677,0.9996181405378751,0.9996075256315742,0.9992352359733743,0.9995025903926649,0.9996285572765065,0.9998647739220125,0.9997521999370774,0.9995303546489526,0.998824276459968,0.9986569187887132,0.9987102045218033,0.9988543552061111,0.9985571669506518,0.9981132725987624,0.9977433493126342,0.9977972562993848,0.9973706160885059,0.9975887718944506,0.9971274603867214,0.9972135813228294,0.9970395062482271,0.9968060425857116,0.9966943950445514,0.9965319820867354,0.9958304883616809,0.9958162380945621,0.9955002061795275,0.994034155082239,0.9919877209677502,0.9922144691863205,0.9934050786381895,0.9922699125774049,0.9904090921265037,0.9889767382693919,0.9883545411107575,0.9875629158510763,0.9874001104855613,0.9902628032813221,0.991506822048937,0.9912219317953775,0.9899852795403796,0.9892593930061621,0.988539609730853,0.9878741517816834,0.99019815701071,0.9882037061335238,0.985895172621783,0.9804334190090461,0.9813735649598526,0.98288037830557,0.9831680875084312,0.9829017755017261,0.9813803233877451,0.979997763772728,0.9797830307214451,0.9947915149136064,0.9987488348902243,0.9997540222093019,0.99932314547619,0.999231744393802,0.999231744393802,0.9997230938076869,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804,0.9992462497335804
193,0.9998419486173268,0.9998307657862215,0.9998680963031272,0.9998680963031272,0.9998680963031272,0.9997676024863481,0.9995877367193068,0.9991008840554493,0.998967170231013,0.998894952309002,0.999277439621095,0.9996348432969357,0.9997527611749105,0.999665360265495,0.9993054634615599,0.9989511944505836,0.99867871145427,0.9982681735696889,0.9978961230640421,0.9978203017089512,0.99790001710972,0.9977038125038242,0.9979740938131865,0.9979790199223715,0.9976194792642815,0.9966708252228945,0.996399158041456,0.9966741368367924,0.9971044468849481,0.9965432004863525,0.9970733435652779,0.9958543341893901,0.9961434667739903,0.9944029650385593,0.9931651602273339,0.9926663507397492,0.9928777810923257,0.9934608435889355,0.9922396585980137,0.9902566561753581,0.988129896937399,0.9873173131653002,0.9859208483495129,0.9852987793401505,0.9880709700327535,0.9888436123484765,0.9892497496579179,0.9864920191929728,0.9865807633500266,0.987709713308097,0.9872037418384453,0.9891229495675364,0.9856046396524094,0.9864976068691304,0.9830671431005275,0.9816210683247507,0.9801255672342428,0.9803091449274537,0.9853413125267578,0.9829644921660919,0.9798047228890497,0.9773356447233326,0.9950254133640105,0.9973030993905355,0.999427604901222,0.9994214007648924,0.999288639072197,0.999288639072197,0.9992765770730537,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984,0.9997277128343984
192,0.9998419486173268,0.999870102602248,0.9998691854209719,0.9998274524306964,0.9998274524306964,0.9997680288540981,0.999545439117812,0.9991057909217753,0.998987178406708,0.9994829962970848,0.999474834034333,0.9998001053563634,0.9997548118315863,0.9996687403424177,0.9989811302651951,0.9992379019245714,0.9989597045644864,0.9988616592961076,0.9979821402836478,0.9981287653046176,0.9979968468858265,0.9974176095988132,0.9973538894703654,0.997769709381492,0.997394161376244,0.9962633256954533,0.995700137172966,0.9955443722773387,0.9961440311166514,0.9964986846718933,0.9977050110453819,0.9966565983009255,0.9956945980662575,0.9928246107661015,0.9916036415149624,0.9915684930409774,0.9929805066880896,0.9924220056502966,0.9916564404127828,0.9896213868264782,0.9884224574102601,0.9868039710770559,0.9851234200515295,0.9843540544132601,0.987502756468227,0.9860446568320529,0.9871257540556173,0.9859144012195501,0.9867849189066777,0.9876031515676827,0.9855246955520202,0.9883310148074468,0.9871645063219889,0.986317707567289,0.9866570999740455,0.9850120642032973,0.9826073599928696,0.9797495183215944,0.9832892759892216,0.9841689999069417,0.9811401784801687,0.9757691250316045,0.9737182858374485,0.9941437138094411,0.9994780850291345,0.9999,0.9997386734460362,0.9993503809066964,0.998323128692362,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066,0.9993577620368066
191,0.9997500889706057,0.999831222988597,0.9997792983647119,0.9996784628458716,0.9995756151760563,0.9996686450743063,0.9995493671057156,0.9994979584526211,0.9992536261713347,0.9996563015502288,0.9994908453294076,0.9997388158529694,0.9994729425034989,0.9993332845631777,0.998809158066375,0.9988113835533142,0.9986795599221471,0.9984404899871664,0.9983875972304151,0.998183674711443,0.9980265958445496,0.9969546906270446,0.9965832924546338,0.9971691679502229,0.9965536229327985,0.9956941480951327,0.9949097419162705,0.9949530405255644,0.9950842275361904,0.9963914616562821,0.996938330739904,0.9963886440882694,0.9945039138467207,0.9931780721245544,0.9922286219214205,0.9931964462121463,0.9932972289286914,0.9925926421469574,0.9904888512366239,0.9894735504205653,0.9882043124183346,0.9857631106777249,0.9839521588739786,0.9842233484139169,0.986748696319645,0.9851824780402517,0.9859315989318467,0.9836911502260193,0.9849900142031232,0.9839891687314312,0.9815144134597672,0.9823571172780029,0.9810918972413994,0.9815477306413034,0.9800235222825844,0.9837984698018772,0.981830461053287,0.9799665055938922,0.9808467014143941,0.991233974383543,0.9905666556582737,0.9719120938082344,0.9716295996724488,0.9850812602600435,0.998820207576749,0.9994346718498235,0.9982440819473286,0.9956447223634249,0.9958042673195998,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862,0.9997513551990862
